State,Start Timestamp,End Timestamp,Begin Time,End Time,Duration,problemNum,programType
START,2023-06-20 20:28:58.120000,2023-06-20 20:30:10.905000,0.0,72.785,72.785,0,0
TASK COMPREHENSION,2023-06-20 20:30:10.905000,2023-06-20 21:15:26,72.785,2787.88,2715.095,1,169_original
