State,Start Timestamp,End Timestamp,Begin Time,End Time,Duration,problemNum,programType
START,2023-06-16 20:48:46.200000,2023-06-16 20:48:56.378000,0.0,10.178,10.178,0,0
TASK COMPREHENSION,2023-06-16 20:48:56.378000,2023-06-16 20:49:45.456000,10.178,59.256,49.078,2,121_original
FAULT LOCALIZATION,2023-06-16 20:49:45.456000,2023-06-16 21:16:41.716000,59.256,1675.516,1616.26,2,121_original
