pID,occupation,YOE,gradeLvl,gender,isNativeSpeaker,numLanguages,hasDyslexia,hasImpairment,quizScore,MRScore,doneLeetcodeBefore,problemOrder,problemType,numBuilds,numComments,numPrints,numWindowSwitch,numPass,numDelAction,numUndoAction,numCursorAction,numClipboardAction,numCharsAction,numChars,avgWordLen,totalTime,timeTS,timeFL,timeCE,timeBuild,timeOC,numTS,numFL,numCE,numOC,problem,treatment,TOWRE A Standard Scores,TOWRE A RAW,TOWRE B Standard Scores,TOWRE B RAW,Total Reading Efficiency Score,Reading Difficulty,Categorical Reading
KGY70R,Undergraduate in Computer Science,5 years - 10 years,Sophomore,Male,Y,,"No, I do not have any kind of reading impairment (to the my best knowledge)","No, I do not have any kind of learning impairment (to my best knowledge)",63.63636363636363,90.0,Yes,3,203_complex,3,0,1,113,1,20,0,3,0,65,93,1.4307692307692308,239.86,8.009,51.967,55.859,79.095,44.928,1,1,2,2,203,complex,100,98,112,60,212,0,Highly Above Average
KGY70R,Undergraduate in Computer Science,5 years - 10 years,Sophomore,Male,Y,,"No, I do not have any kind of reading impairment (to the my best knowledge)","No, I do not have any kind of learning impairment (to my best knowledge)",63.63636363636363,90.0,Yes,5,104_nonword,2,0,0,82,1,29,0,1,0,39,50,1.2820512820512822,133.15,9.024,28.081,33.215,11.107,51.723,1,1,2,2,104,nonword,100,98,112,60,212,0,Highly Above Average
KGY70R,Undergraduate in Computer Science,5 years - 10 years,Sophomore,Male,Y,,"No, I do not have any kind of reading impairment (to the my best knowledge)","No, I do not have any kind of learning impairment (to my best knowledge)",63.63636363636363,90.0,Yes,6,144_simple,1,0,0,75,1,27,0,0,0,52,56,1.0769230769230769,121.19,5.021,40.589,66.794,5.783,3.004,1,1,1,1,144,simple,100,98,112,60,212,0,Highly Above Average
KGY70R,Undergraduate in Computer Science,5 years - 10 years,Sophomore,Male,Y,,"No, I do not have any kind of reading impairment (to the my best knowledge)","No, I do not have any kind of learning impairment (to my best knowledge)",63.63636363636363,90.0,Yes,7,121_nonword,2,0,0,67,1,15,0,5,0,89,108,1.2134831460674158,169.27,4.019,38.114,96.697,8.948,21.489,1,1,2,2,121,nonword,100,98,112,60,212,0,Highly Above Average
KGY70R,Undergraduate in Computer Science,5 years - 10 years,Sophomore,Male,Y,,"No, I do not have any kind of reading impairment (to the my best knowledge)","No, I do not have any kind of learning impairment (to my best knowledge)",63.63636363636363,90.0,Yes,8,66_complex,1,0,0,52,1,0,0,1,0,19,21,1.105263157894737,57.1,4.015,27.44,16.491,6.153,3.0,1,1,1,1,66,complex,100,98,112,60,212,0,Highly Above Average
KGY70R,Undergraduate in Computer Science,5 years - 10 years,Sophomore,Male,Y,,"No, I do not have any kind of reading impairment (to the my best knowledge)","No, I do not have any kind of learning impairment (to my best knowledge)",63.63636363636363,90.0,Yes,9,136_original,4,0,0,46,1,15,34,1,0,56,57,1.0178571428571428,140.26,3.03,38.374,64.949,14.007,19.896,1,1,3,3,136,original,100,98,112,60,212,0,Highly Above Average
KGY70R,Undergraduate in Computer Science,5 years - 10 years,Sophomore,Male,Y,,"No, I do not have any kind of reading impairment (to the my best knowledge)","No, I do not have any kind of learning impairment (to my best knowledge)",63.63636363636363,90.0,Yes,10,35_original,1,0,0,37,1,3,0,1,0,28,30,1.0714285714285714,53.16,4.031,24.819,17.741,3.558,3.008,1,1,1,1,35,original,100,98,112,60,212,0,Highly Above Average
KGY70R,Undergraduate in Computer Science,5 years - 10 years,Sophomore,Male,Y,,"No, I do not have any kind of reading impairment (to the my best knowledge)","No, I do not have any kind of learning impairment (to my best knowledge)",63.63636363636363,90.0,Yes,11,169_simple,4,0,0,30,1,17,29,1,0,58,98,1.6896551724137931,171.38,4.025,24.794,102.767,17.296,22.498,1,1,4,4,169,simple,100,98,112,60,212,0,Highly Above Average
KGY70R,Undergraduate in Computer Science,5 years - 10 years,Sophomore,Male,Y,,"No, I do not have any kind of reading impairment (to the my best knowledge)","No, I do not have any kind of learning impairment (to my best knowledge)",63.63636363636363,90.0,Yes,12,1_original,2,0,0,17,1,40,0,47,0,117,125,1.0683760683760684,188.26,3.001,43.207,104.559,12.267,25.223,1,1,2,2,1,original,100,98,112,60,212,0,Highly Above Average
IOONNV,Undergraduate in Computer Science,5 years - 10 years,Senior,Male,Y,2,"No, I do not have any kind of reading impairment (to the my best knowledge)","No, I do not have any kind of learning impairment (to my best knowledge)",81.81818181818183,65.0,Yes,1,144_original,1,0,0,100,1,1,0,11,0,5,18,3.6,65.2,10.067,21.552,18.142,4.39,11.049,1,1,1,1,144,original,103,99,93,50,196,0,Above Average
IOONNV,Undergraduate in Computer Science,5 years - 10 years,Senior,Male,Y,2,"No, I do not have any kind of reading impairment (to the my best knowledge)","No, I do not have any kind of learning impairment (to my best knowledge)",81.81818181818183,65.0,Yes,2,104_complex,1,0,0,95,1,2,0,1,0,3,14,4.666666666666667,41.12,4.015,17.022,9.524,3.534,7.021,1,1,1,1,104,complex,103,99,93,50,196,0,Above Average
IOONNV,Undergraduate in Computer Science,5 years - 10 years,Senior,Male,Y,2,"No, I do not have any kind of reading impairment (to the my best knowledge)","No, I do not have any kind of learning impairment (to my best knowledge)",81.81818181818183,65.0,Yes,3,1_original,2,2,0,92,1,18,0,36,0,21,91,4.333333333333333,441.9,8.042,24.703,245.206,8.241,155.70600000000002,1,1,2,2,1,original,103,99,93,50,196,0,Above Average
IOONNV,Undergraduate in Computer Science,5 years - 10 years,Senior,Male,Y,2,"No, I do not have any kind of reading impairment (to the my best knowledge)","No, I do not have any kind of learning impairment (to my best knowledge)",81.81818181818183,65.0,Yes,4,108_nonword,5,0,0,81,1,21,0,7,0,10,56,5.6,242.62,13.011,19.989,55.918,16.041,137.66,1,1,3,5,108,nonword,103,99,93,50,196,0,Above Average
IOONNV,Undergraduate in Computer Science,5 years - 10 years,Senior,Male,Y,2,"No, I do not have any kind of reading impairment (to the my best knowledge)","No, I do not have any kind of learning impairment (to my best knowledge)",81.81818181818183,65.0,Yes,5,121_complex,2,0,0,69,1,9,0,0,0,5,46,9.2,77.22,19.048,21.478,19.381,6.561,10.753,1,1,1,2,121,complex,103,99,93,50,196,0,Above Average
IOONNV,Undergraduate in Computer Science,5 years - 10 years,Senior,Male,Y,2,"No, I do not have any kind of reading impairment (to the my best knowledge)","No, I do not have any kind of learning impairment (to my best knowledge)",81.81818181818183,65.0,Yes,6,66_simple,1,0,0,64,1,3,0,7,0,5,21,4.2,147.33,19.071,85.157,32.458,2.63,8.013,1,1,1,1,66,simple,103,99,93,50,196,0,Above Average
IOONNV,Undergraduate in Computer Science,5 years - 10 years,Senior,Male,Y,2,"No, I do not have any kind of reading impairment (to the my best knowledge)","No, I do not have any kind of learning impairment (to my best knowledge)",81.81818181818183,65.0,Yes,7,35_complex,1,0,0,58,1,7,0,0,0,3,26,8.666666666666666,35.15,10.051,4.582,12.716,2.78,5.024,1,1,1,1,35,complex,103,99,93,50,196,0,Above Average
IOONNV,Undergraduate in Computer Science,5 years - 10 years,Senior,Male,Y,2,"No, I do not have any kind of reading impairment (to the my best knowledge)","No, I do not have any kind of learning impairment (to my best knowledge)",81.81818181818183,65.0,Yes,8,169_original,2,0,0,54,1,0,0,1,0,3,41,13.666666666666666,67.18,7.02,22.832,22.336,8.977,6.011,1,1,1,1,169,original,103,99,93,50,196,0,Above Average
IOONNV,Undergraduate in Computer Science,5 years - 10 years,Senior,Male,Y,2,"No, I do not have any kind of reading impairment (to the my best knowledge)","No, I do not have any kind of learning impairment (to my best knowledge)",81.81818181818183,65.0,Yes,9,112_original,2,0,0,50,1,8,0,0,0,6,38,6.333333333333333,281.7,16.052,11.124,22.422,4.832000000000001,227.267,1,1,2,2,112,original,103,99,93,50,196,0,Above Average
IOONNV,Undergraduate in Computer Science,5 years - 10 years,Senior,Male,Y,2,"No, I do not have any kind of reading impairment (to the my best knowledge)","No, I do not have any kind of learning impairment (to my best knowledge)",81.81818181818183,65.0,Yes,10,136_original,1,0,0,29,1,9,0,7,0,2,19,9.5,49.19,1.003,19.514,20.795,1.85,6.031,1,1,1,1,136,original,103,99,93,50,196,0,Above Average
IOONNV,Undergraduate in Computer Science,5 years - 10 years,Senior,Male,Y,2,"No, I do not have any kind of reading impairment (to the my best knowledge)","No, I do not have any kind of learning impairment (to my best knowledge)",81.81818181818183,65.0,Yes,11,203_complex,2,0,0,24,1,4,0,0,0,4,38,9.5,96.26,2.003,30.954,48.471,6.148999999999999,8.684,1,1,2,2,203,complex,103,99,93,50,196,0,Above Average
IOONNV,Undergraduate in Computer Science,5 years - 10 years,Senior,Male,Y,2,"No, I do not have any kind of reading impairment (to the my best knowledge)","No, I do not have any kind of learning impairment (to my best knowledge)",81.81818181818183,65.0,Yes,12,13_simple,4,0,1,17,1,23,0,0,0,10,38,3.8,214.7,6.05,12.923,29.712,12.461,153.559,1,1,4,4,13,simple,103,99,93,50,196,0,Above Average
IOONNV,Undergraduate in Computer Science,5 years - 10 years,Senior,Male,Y,2,"No, I do not have any kind of reading impairment (to the my best knowledge)","No, I do not have any kind of learning impairment (to my best knowledge)",81.81818181818183,65.0,Yes,13,118_original,1,0,0,3,1,0,0,0,0,0,0,0.0,81.22,4.003,7.215,66.923,3.083,0.0,1,1,1,1,118,original,103,99,93,50,196,0,Above Average
EH0B9T,Graduate Student in other field,5 years - 10 years,,Male,N,3,"No, I do not have any kind of reading impairment (to the my best knowledge)","No, I do not have any kind of learning impairment (to my best knowledge)",81.81818181818183,95.0,Yes,1,169_original,1,0,0,91,1,9,0,11,0,6,50,8.333333333333334,188.28,48.108,81.134,44.826,3.2,11.01,2,1,1,1,169,original,97,95,100,56,197,0,Above Average
EH0B9T,Graduate Student in other field,5 years - 10 years,,Male,N,3,"No, I do not have any kind of reading impairment (to the my best knowledge)","No, I do not have any kind of learning impairment (to my best knowledge)",81.81818181818183,95.0,Yes,2,104_original,2,0,0,82,1,8,0,3,0,4,21,5.25,260.44,1.004,215.804,20.982,8.26,14.389,1,1,1,2,104,original,97,95,100,56,197,0,Above Average
EH0B9T,Graduate Student in other field,5 years - 10 years,,Male,N,3,"No, I do not have any kind of reading impairment (to the my best knowledge)","No, I do not have any kind of learning impairment (to my best knowledge)",81.81818181818183,95.0,Yes,3,1_simple,1,0,0,75,1,7,0,1,0,5,21,4.2,209.35,1.013,176.296,18.042,4.96,9.036,1,1,1,1,1,simple,97,95,100,56,197,0,Above Average
EH0B9T,Graduate Student in other field,5 years - 10 years,,Male,N,3,"No, I do not have any kind of reading impairment (to the my best knowledge)","No, I do not have any kind of learning impairment (to my best knowledge)",81.81818181818183,95.0,Yes,4,35_simple,2,0,0,68,1,8,0,0,0,3,26,8.666666666666666,136.23,1.002,73.277,39.725,9.406,12.819,1,1,1,2,35,simple,97,95,100,56,197,0,Above Average
EH0B9T,Graduate Student in other field,5 years - 10 years,,Male,N,3,"No, I do not have any kind of reading impairment (to the my best knowledge)","No, I do not have any kind of learning impairment (to my best knowledge)",81.81818181818183,95.0,Yes,5,118_complex,1,0,0,57,1,7,0,0,0,15,81,5.4,104.23,1.005,38.321,53.449,5.445,6.01,1,1,1,1,118,complex,97,95,100,56,197,0,Above Average
EH0B9T,Graduate Student in other field,5 years - 10 years,,Male,N,3,"No, I do not have any kind of reading impairment (to the my best knowledge)","No, I do not have any kind of learning impairment (to my best knowledge)",81.81818181818183,95.0,Yes,6,136_original,1,0,0,52,1,9,0,0,0,3,62,20.666666666666668,122.24,1.01,50.445,45.09,10.62,15.074,1,1,1,1,136,original,97,95,100,56,197,0,Above Average
EH0B9T,Graduate Student in other field,5 years - 10 years,,Male,N,3,"No, I do not have any kind of reading impairment (to the my best knowledge)","No, I do not have any kind of learning impairment (to my best knowledge)",81.81818181818183,95.0,Yes,7,203_complex,1,0,0,43,1,7,0,32,0,3,24,8.0,233.34,1.008,91.55,127.748,6.027,7.005,1,1,1,1,203,complex,97,95,100,56,197,0,Above Average
EH0B9T,Graduate Student in other field,5 years - 10 years,,Male,N,3,"No, I do not have any kind of reading impairment (to the my best knowledge)","No, I do not have any kind of learning impairment (to my best knowledge)",81.81818181818183,95.0,Yes,8,108_original,1,0,0,38,1,16,0,0,0,3,40,13.333333333333334,93.17,1.01,58.363,19.595,6.196,8.007,1,1,1,1,108,original,97,95,100,56,197,0,Above Average
EH0B9T,Graduate Student in other field,5 years - 10 years,,Male,N,3,"No, I do not have any kind of reading impairment (to the my best knowledge)","No, I do not have any kind of learning impairment (to my best knowledge)",81.81818181818183,95.0,Yes,9,121_nonword,2,0,0,33,1,7,0,0,0,4,37,9.25,88.14,1.008,40.457,24.143,9.641,12.886,1,1,2,2,121,nonword,97,95,100,56,197,0,Above Average
EH0B9T,Graduate Student in other field,5 years - 10 years,,Male,N,3,"No, I do not have any kind of reading impairment (to the my best knowledge)","No, I do not have any kind of learning impairment (to my best knowledge)",81.81818181818183,95.0,Yes,10,112_nonword,2,0,0,26,1,8,0,0,0,3,27,9.0,129.22,2.013,58.246,32.772,10.01,26.177,1,1,2,2,112,nonword,97,95,100,56,197,0,Above Average
EH0B9T,Graduate Student in other field,5 years - 10 years,,Male,N,3,"No, I do not have any kind of reading impairment (to the my best knowledge)","No, I do not have any kind of learning impairment (to my best knowledge)",81.81818181818183,95.0,Yes,11,13_complex,1,0,0,17,1,7,0,0,0,4,22,5.5,109.16,2.001,75.69,17.753,5.701,8.018,1,1,1,1,13,complex,97,95,100,56,197,0,Above Average
EH0B9T,Graduate Student in other field,5 years - 10 years,,Male,N,3,"No, I do not have any kind of reading impairment (to the my best knowledge)","No, I do not have any kind of learning impairment (to my best knowledge)",81.81818181818183,95.0,Yes,12,66_nonword,1,0,0,12,1,7,0,0,0,3,20,6.666666666666667,68.1,1.005,41.2,13.076,5.807,7.007,1,1,1,1,66,nonword,97,95,100,56,197,0,Above Average
EH0B9T,Graduate Student in other field,5 years - 10 years,,Male,N,3,"No, I do not have any kind of reading impairment (to the my best knowledge)","No, I do not have any kind of learning impairment (to my best knowledge)",81.81818181818183,95.0,Yes,13,144_simple,1,0,0,7,1,0,0,0,0,0,0,0.0,78.16,1.014,29.991,10.181,4.925,32.046,1,1,1,1,144,simple,97,95,100,56,197,0,Above Average
3RP6WV,Undergraduate in other field,2 years - 5 years,,Male,Y,2,"No, I do not have any kind of reading impairment (to the my best knowledge)","No, I do not have any kind of learning impairment (to my best knowledge)",72.72727272727273,75.0,Yes,3,35_nonword,3,0,0,124,1,30,0,1,0,14,63,4.5,197.11,0.0,0.0,177.06,6.970000000000001,13.079,0,0,2,2,35,nonword,93,92,76,31,169,0,Below Average
3RP6WV,Undergraduate in other field,2 years - 5 years,,Male,Y,2,"No, I do not have any kind of reading impairment (to the my best knowledge)","No, I do not have any kind of learning impairment (to my best knowledge)",72.72727272727273,75.0,Yes,6,66_complex,3,0,0,108,1,33,0,1,0,16,67,4.1875,195.98,60.036,0.0,37.513,67.142,31.292,1,0,2,2,66,complex,93,92,76,31,169,0,Below Average
3RP6WV,Undergraduate in other field,2 years - 5 years,,Male,Y,2,"No, I do not have any kind of reading impairment (to the my best knowledge)","No, I do not have any kind of learning impairment (to my best knowledge)",72.72727272727273,75.0,Yes,8,121_simple,15,0,2,71,1,74,0,5,0,34,176,5.176470588235294,332.67,0.0,0.0,123.912,87.434,121.319,0,0,13,14,121,simple,93,92,76,31,169,0,Below Average
3RP6WV,Undergraduate in other field,2 years - 5 years,,Male,Y,2,"No, I do not have any kind of reading impairment (to the my best knowledge)","No, I do not have any kind of learning impairment (to my best knowledge)",72.72727272727273,75.0,Yes,11,136_original,3,0,0,11,1,11,0,2,0,1,14,14.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,136,original,93,92,76,31,169,0,Below Average
F52S29,Undergraduate in Computer Science,1 year - 2 years,Senior,Female,Y,,"No, I do not have any kind of reading impairment (to the my best knowledge)","No, I do not have any kind of learning impairment (to my best knowledge)",54.54545454545454,95.0,Maybe,1,169_nonword,1,0,0,106,1,6,0,0,0,14,14,1.0,340.55,27.021,122.352,173.909,6.248,11.017,1,1,1,1,169,nonword,79,74,92,49,171,0,Below Average
F52S29,Undergraduate in Computer Science,1 year - 2 years,Senior,Female,Y,,"No, I do not have any kind of reading impairment (to the my best knowledge)","No, I do not have any kind of learning impairment (to my best knowledge)",54.54545454545454,95.0,Maybe,2,144_nonword,2,0,0,99,1,0,0,0,0,15,16,1.0666666666666669,139.26,3.005,98.919,11.811,11.992,13.53,1,1,1,2,144,nonword,79,74,92,49,171,0,Below Average
F52S29,Undergraduate in Computer Science,1 year - 2 years,Senior,Female,Y,,"No, I do not have any kind of reading impairment (to the my best knowledge)","No, I do not have any kind of learning impairment (to my best knowledge)",54.54545454545454,95.0,Maybe,3,108_nonword,4,0,0,92,1,4,0,1,0,36,37,1.0277777777777777,547.09,5.01,90.628,137.072,13.818,300.562,1,1,3,3,108,nonword,79,74,92,49,171,0,Below Average
F52S29,Undergraduate in Computer Science,1 year - 2 years,Senior,Female,Y,,"No, I do not have any kind of reading impairment (to the my best knowledge)","No, I do not have any kind of learning impairment (to my best knowledge)",54.54545454545454,95.0,Maybe,4,1_nonword,8,0,0,72,1,47,0,0,0,64,67,1.046875,466.11,1.026,125.194,126.739,34.541,178.609,1,1,6,6,1,nonword,79,74,92,49,171,0,Below Average
F52S29,Undergraduate in Computer Science,1 year - 2 years,Senior,Female,Y,,"No, I do not have any kind of reading impairment (to the my best knowledge)","No, I do not have any kind of learning impairment (to my best knowledge)",54.54545454545454,95.0,Maybe,5,104_original,3,0,0,57,1,46,6,0,0,63,72,1.1428571428571428,269.65,1.0,53.412,172.995,15.53,26.714,1,1,2,2,104,original,79,74,92,49,171,0,Below Average
F52S29,Undergraduate in Computer Science,1 year - 2 years,Senior,Female,Y,,"No, I do not have any kind of reading impairment (to the my best knowledge)","No, I do not have any kind of learning impairment (to my best knowledge)",54.54545454545454,95.0,Maybe,6,118_complex,6,0,0,45,1,28,2,0,0,104,119,1.1442307692307692,598.23,6.027,114.945,267.228,24.217,185.814,1,1,4,4,118,complex,79,74,92,49,171,0,Below Average
F52S29,Undergraduate in Computer Science,1 year - 2 years,Senior,Female,Y,,"No, I do not have any kind of reading impairment (to the my best knowledge)","No, I do not have any kind of learning impairment (to my best knowledge)",54.54545454545454,95.0,Maybe,7,136_original,3,0,0,30,1,6,0,0,0,46,47,1.0217391304347827,283.5,2.007,67.242,185.042,15.089,14.116,1,1,2,2,136,original,79,74,92,49,171,0,Below Average
F52S29,Undergraduate in Computer Science,1 year - 2 years,Senior,Female,Y,,"No, I do not have any kind of reading impairment (to the my best knowledge)","No, I do not have any kind of learning impairment (to my best knowledge)",54.54545454545454,95.0,Maybe,8,112_original,5,0,0,23,1,14,0,0,0,57,61,1.0701754385964912,244.53,2.006,51.348,101.664,20.188,69.324,1,1,5,5,112,original,79,74,92,49,171,0,Below Average
FOAMKJ,Undergraduate in other field,1 year - 2 years,,Male,N,2,"No, I do not have any kind of reading impairment (to the my best knowledge)","No, I do not have any kind of learning impairment (to my best knowledge)",90.9090909090909,90.0,Yes,1,104_simple,3,0,0,105,1,11,0,0,0,3,15,5.0,119.5,6.1,43.18,39.247,9.894,21.082,1,1,1,2,104,simple,97,95,94,51,191,0,Above Average
FOAMKJ,Undergraduate in other field,1 year - 2 years,,Male,N,2,"No, I do not have any kind of reading impairment (to the my best knowledge)","No, I do not have any kind of learning impairment (to my best knowledge)",90.9090909090909,90.0,Yes,2,66_simple,1,0,0,94,1,13,0,1,0,6,22,3.6666666666666665,211.28,25.501,0.0,165.523,4.244,16.014,1,0,1,1,66,simple,97,95,94,51,191,0,Above Average
FOAMKJ,Undergraduate in other field,1 year - 2 years,,Male,N,2,"No, I do not have any kind of reading impairment (to the my best knowledge)","No, I do not have any kind of learning impairment (to my best knowledge)",90.9090909090909,90.0,Yes,3,136_complex,2,0,0,86,1,7,0,0,0,1,19,19.0,102.13,2.009,51.371,28.362,6.734999999999999,13.651,1,1,1,2,136,complex,97,95,94,51,191,0,Above Average
FOAMKJ,Undergraduate in other field,1 year - 2 years,,Male,N,2,"No, I do not have any kind of reading impairment (to the my best knowledge)","No, I do not have any kind of learning impairment (to my best knowledge)",90.9090909090909,90.0,Yes,4,203_complex,2,0,0,77,1,8,0,0,0,2,23,11.5,145.25,3.01,98.998,29.606,4.614,9.017,1,1,1,1,203,complex,97,95,94,51,191,0,Above Average
FOAMKJ,Undergraduate in other field,1 year - 2 years,,Male,N,2,"No, I do not have any kind of reading impairment (to the my best knowledge)","No, I do not have any kind of learning impairment (to my best knowledge)",90.9090909090909,90.0,Yes,5,144_complex,1,0,0,70,1,11,0,0,0,4,20,5.0,55.13,2.013,23.532,16.824,3.745,9.013,1,1,1,1,144,complex,97,95,94,51,191,0,Above Average
FOAMKJ,Undergraduate in other field,1 year - 2 years,,Male,N,2,"No, I do not have any kind of reading impairment (to the my best knowledge)","No, I do not have any kind of learning impairment (to my best knowledge)",90.9090909090909,90.0,Yes,6,112_simple,1,0,0,65,1,19,0,0,0,6,38,6.333333333333333,241.37,2.011,12.72,212.511,4.123,10.009,1,1,1,1,112,simple,97,95,94,51,191,0,Above Average
FOAMKJ,Undergraduate in other field,1 year - 2 years,,Male,N,2,"No, I do not have any kind of reading impairment (to the my best knowledge)","No, I do not have any kind of learning impairment (to my best knowledge)",90.9090909090909,90.0,Yes,7,169_simple,3,0,0,60,1,21,3,1,0,10,65,6.5,366.54,2.007,55.354,272.865,8.141,28.169,1,1,2,2,169,simple,97,95,94,51,191,0,Above Average
FOAMKJ,Undergraduate in other field,1 year - 2 years,,Male,N,2,"No, I do not have any kind of reading impairment (to the my best knowledge)","No, I do not have any kind of learning impairment (to my best knowledge)",90.9090909090909,90.0,Yes,8,118_nonword,2,0,0,49,1,15,0,4,0,13,69,5.307692307692308,331.5,1.022,113.917,179.005,7.291,30.27,1,1,2,2,118,nonword,97,95,94,51,191,0,Above Average
FOAMKJ,Undergraduate in other field,1 year - 2 years,,Male,N,2,"No, I do not have any kind of reading impairment (to the my best knowledge)","No, I do not have any kind of learning impairment (to my best knowledge)",90.9090909090909,90.0,Yes,9,35_original,1,0,0,36,1,7,0,1,0,3,25,8.333333333333334,60.09,1.008,30.97,15.849,4.253,8.007,1,1,1,1,35,original,97,95,94,51,191,0,Above Average
FOAMKJ,Undergraduate in other field,1 year - 2 years,,Male,N,2,"No, I do not have any kind of reading impairment (to the my best knowledge)","No, I do not have any kind of learning impairment (to my best knowledge)",90.9090909090909,90.0,Yes,10,1_nonword,2,0,0,31,1,7,0,2,0,4,46,11.5,114.2,1.01,54.341,33.389,5.859,19.596,1,1,1,2,1,nonword,97,95,94,51,191,0,Above Average
FOAMKJ,Undergraduate in other field,1 year - 2 years,,Male,N,2,"No, I do not have any kind of reading impairment (to the my best knowledge)","No, I do not have any kind of learning impairment (to my best knowledge)",90.9090909090909,90.0,Yes,11,108_original,4,0,0,24,1,15,0,1,0,7,39,5.571428571428571,95.18,1.008,24.96,33.163000000000004,9.176,26.87,1,1,2,2,108,original,97,95,94,51,191,0,Above Average
FOAMKJ,Undergraduate in other field,1 year - 2 years,,Male,N,2,"No, I do not have any kind of reading impairment (to the my best knowledge)","No, I do not have any kind of learning impairment (to my best knowledge)",90.9090909090909,90.0,Yes,12,13_nonword,4,0,1,16,1,22,0,0,0,10,37,3.7,431.63,2.004,52.179,141.37,13.945,222.136,1,1,4,4,13,nonword,97,95,94,51,191,0,Above Average
NY50X,Undergraduate in Computer Science,1 year - 2 years,Freshman,Male,Y,,"No, I do not have any kind of reading impairment (to the my best knowledge)","No, I do not have any kind of learning impairment (to my best knowledge)",81.81818181818183,85.0,No,1,35_complex,8,0,2,125,1,49,0,0,0,105,319,3.038095238095238,374.75,25.031,30.517,144.03099999999998,25.913000000000004,149.256,1,1,8,8,35,complex,96,94,106,58,202,0,Above Average
NY50X,Undergraduate in Computer Science,1 year - 2 years,Freshman,Male,Y,,"No, I do not have any kind of reading impairment (to the my best knowledge)","No, I do not have any kind of learning impairment (to my best knowledge)",81.81818181818183,85.0,No,3,169_original,1,0,0,89,1,10,0,0,0,26,46,1.7692307692307692,81.22,20.052,20.181,28.168,2.797,10.019,1,1,1,1,169,original,96,94,106,58,202,0,Above Average
NY50X,Undergraduate in Computer Science,1 year - 2 years,Freshman,Male,Y,,"No, I do not have any kind of reading impairment (to the my best knowledge)","No, I do not have any kind of learning impairment (to my best knowledge)",81.81818181818183,85.0,No,5,104_nonword,2,0,0,54,1,12,0,0,0,37,37,1.0,359.62,52.095,8.105,196.342,4.52,98.56,1,1,2,2,104,nonword,96,94,106,58,202,0,Above Average
NY50X,Undergraduate in Computer Science,1 year - 2 years,Freshman,Male,Y,,"No, I do not have any kind of reading impairment (to the my best knowledge)","No, I do not have any kind of learning impairment (to my best knowledge)",81.81818181818183,85.0,No,6,108_complex,3,0,0,46,1,16,0,0,0,44,45,1.0227272727272727,259.45,3.03,130.771,28.076,8.47,89.10600000000001,1,1,3,3,108,complex,96,94,106,58,202,0,Above Average
NY50X,Undergraduate in Computer Science,1 year - 2 years,Freshman,Male,Y,,"No, I do not have any kind of reading impairment (to the my best knowledge)","No, I do not have any kind of learning impairment (to my best knowledge)",81.81818181818183,85.0,No,7,144_complex,2,0,0,37,1,7,0,0,0,15,16,1.0666666666666669,80.17,8.011,41.634,10.426,6.142,13.956,1,1,1,2,144,complex,96,94,106,58,202,0,Above Average
NY50X,Undergraduate in Computer Science,1 year - 2 years,Freshman,Male,Y,,"No, I do not have any kind of reading impairment (to the my best knowledge)","No, I do not have any kind of learning impairment (to my best knowledge)",81.81818181818183,85.0,No,8,203_original,9,0,0,30,1,0,0,0,0,0,0,0.0,458.84,25.031,28.284,247.972,28.575,128.978,1,1,9,9,203,original,96,94,106,58,202,0,Above Average
PA20T,Graduate Student in other field,2 years - 5 years,,Male,Y,2,"No, I do not have any kind of reading impairment (to the my best knowledge)","No, I do not have any kind of learning impairment (to my best knowledge)",72.72727272727273,100.0,No,1,35_nonword,2,0,0,173,1,14,0,1,0,4,32,8.0,145.84,42.09,10.929,71.963,7.15,13.713,1,1,2,2,35,nonword,113,103,106,58,219,0,Highly Above Average
PA20T,Graduate Student in other field,2 years - 5 years,,Male,Y,2,"No, I do not have any kind of reading impairment (to the my best knowledge)","No, I do not have any kind of learning impairment (to my best knowledge)",72.72727272727273,100.0,No,2,104_complex,2,0,0,167,1,8,0,0,0,2,24,12.0,143.22,44.05,33.283,47.513,6.348,12.028,1,1,1,1,104,complex,113,103,106,58,219,0,Highly Above Average
PA20T,Graduate Student in other field,2 years - 5 years,,Male,Y,2,"No, I do not have any kind of reading impairment (to the my best knowledge)","No, I do not have any kind of learning impairment (to my best knowledge)",72.72727272727273,100.0,No,3,121_original,5,0,0,162,1,55,1,21,0,21,130,6.190476190476191,405.93,73.076,32.759,232.543,15.638,51.919,1,1,4,4,121,original,113,103,106,58,219,0,Highly Above Average
PA20T,Graduate Student in other field,2 years - 5 years,,Male,Y,2,"No, I do not have any kind of reading impairment (to the my best knowledge)","No, I do not have any kind of learning impairment (to my best knowledge)",72.72727272727273,100.0,No,4,203_complex,8,0,0,148,1,47,0,2,0,10,91,9.1,404.23,2.012,71.967,208.004,25.437,96.813,1,1,7,7,203,complex,113,103,106,58,219,0,Highly Above Average
PA20T,Graduate Student in other field,2 years - 5 years,,Male,Y,2,"No, I do not have any kind of reading impairment (to the my best knowledge)","No, I do not have any kind of learning impairment (to my best knowledge)",72.72727272727273,100.0,No,6,136_simple,5,0,0,112,1,22,0,35,0,7,34,4.857142857142857,264.49,1.024,30.871,177.65099999999998,19.281,35.658,1,1,4,4,136,simple,113,103,106,58,219,0,Highly Above Average
